timestamp,p0,p1,p2,p3,adc0,adc1,adc2,adc3,v0,v1,v2,v3,r0,r1,r2,r3,f0,f1,f2,f3,input0,input1,input2,input3,safety,temp,pos,vel,torque
2024-06-03 20:54:35.178,,,,,1651,1651,1652,1652,,,,,0,0,0,0,,,,,0,0,0,0,1,34,0.0,0.0,0
2024-06-03 20:54:35.245,,,,,1653,1651,1651,1651,,,,,0,200000.0,0,0,,,,,0,0,0,0,1,34,0.0,0.0,0
2024-06-03 20:54:35.300,,,,,1652,1652,1650,1652,,,,,0,0,200000.0,0,,,,,0,0,0,0,0,34,0.0,0.0,0
2024-06-03 20:54:35.358,,,,,1651,1651,1652,1652,,,,,0,0,0,0,,,,,0,0,0,0,0,34,0.0,0.0,0
2024-06-03 20:54:35.415,,,,,1652,1652,1652,1651,,,,,0,0,0,0,,,,,0,0,0,0,0,34,0.0,0.0,0
2024-06-03 20:54:35.469,,,,,1652,1652,1652,1651,,,,,0,0,0,0,,,,,0,0,0,0,0,34,0.0,0.0,0
2024-06-03 20:54:35.528,,,,,1652,1651,1652,1651,,,,,0,0,0,0,,,,,0,0,0,0,1,34,0.0,0.0,0
2024-06-03 20:54:35.586,,,,,1651,1651,1651,1652,,,,,0,0,0,0,,,,,0,0,0,0,0,34,0.0,0.0,0
2024-06-03 20:54:35.649,,,,,1651,1652,1651,1652,,,,,0,0,0,0,,,,,0,0,0,0,0,34,0.0,0.0,0
2024-06-03 20:54:35.709,,,,,1653,1652,1652,1653,,,,,0,0,0,0,,,,,0,0,0,0,0,34,0.0,0.0,0
2024-06-03 20:54:35.767,,,,,1652,1653,1653,1654,,,,,0,0,0,0,,,,,0,0,0,0,1,34,0.0,0.0,0
2024-06-03 20:54:35.828,,,,,1652,1652,1652,1652,,,,,0,0,200000.0,0,,,,,0,0,0,0,0,34,0.0,0.0,0
2024-06-03 20:54:35.884,,,,,1651,1652,1651,1656,,,,,0,0,0,200000.0,,,,,0,0,0,0,0,34,0.0,0.0,0
2024-06-03 20:54:35.942,,,,,1651,1651,1652,1655,,,,,0,0,0,0,,,,,0,0,0,0.10050251256281406,0,34,0.0,0.0,0
2024-06-03 20:54:36.000,,,,,1653,1651,1652,1652,,,,,0,0,0,0,,,,,0,0,0,0.10050251256281406,0,34,0.0,0.0,0
2024-06-03 20:54:36.057,,,,,1652,1651,1652,1650,,,,,0,0,0,0,,,,,0,0,0,0.10050251256281406,0,34,0.0,0.0,0
2024-06-03 20:54:36.115,,,,,1651,1651,1651,1625,,,,,0,0,0,200000.0,,,,,0,0,0,0.10050251256281406,1,34,0.0,0.0,0.6030150753768844
2024-06-03 20:54:36.175,,,,,1651,1652,1651,1623,,,,,0,0,0,200000.0,,,,,0,0,0,0.10050251256281406,1,34,0.04,0.0,0.6030150753768844
2024-06-03 20:54:36.234,,,,,1651,1650,1652,1608,,,,,0,0,0,200000.0,,,,,0,0,0,0.1289220876783571,1,34,0.13,1.0,0.6030150753768844
2024-06-03 20:54:36.292,,,,,1651,1652,1652,1585,,,,,0,0,0,116046.06374077729,,,,,0,0,0,0.16533634797830282,1,34,0.22,0.0,0.9074695087453704
2024-06-03 20:54:36.350,,,,,1652,1652,1651,1575,,,,,0,0,0,104174.01753014271,,,,,0,0,0,0.1766878581466377,0,34,0.26,2.0,1.1114857748013707
2024-06-03 20:54:36.413,,,,,1651,1651,1652,1565,,,,,0,0,0,90764.95195025436,,,,,0,0,0,0.22864991392917386,0,34,0.33,0.0,1.2670031097651808
2024-06-03 20:54:36.473,,,,,1651,1652,1651,1551,,,,,0,0,0,75878.68795874239,,,,,0,0,0,0.2730842205358976,1,34,0.33,0.0,1.4955316137286276
2024-06-03 20:54:36.529,,,,,1650,1649,1650,1540,,,,,200000.0,200000.0,200000.0,66285.4894244959,,,,,0.10050251256281406,0.10050251256281406,0.10050251256281406,0.29115519394587097,0,34,0.33,0.0,1.3812936920004037
2024-06-03 20:54:36.585,,,,,1650,1649,1652,1544,,,,,0,0,0,64387.38586611189,,,,,0,0,0,0.3093996948366289,0,34,0.33,0.0,1.9299620271079305
2024-06-03 20:54:36.643,,,,,1650,1652,1651,1534,,,,,0,0,0,58218.58566321317,,,,,0,0,0,0.3433070044526751,0,34,0.42,2.0,1.9299620271079305
2024-06-03 20:54:36.703,,,,,1653,1652,1652,1528,,,,,0,0,0,56239.92567967017,,,,,0,0,0,0.3557867317767013,1,34,0.62,4.0,2.1159553515534824
2024-06-03 20:54:36.763,,,,,1652,1651,1651,1523,,,,,0,0,0,53934.98858658315,,,,,0,0,0,0.3746586795927434,0,34,1.18,16.0,2.1911983336536824
2024-06-03 20:54:36.824,,,,,1654,1653,1653,1517,,,,,0,0,0,50197.48103165655,,,,,0,0,0,0.41296097760824935,0,34,2.45,27.0,2.3049836475571563
2024-06-03 20:54:36.886,,,,,1652,1652,1650,1499,,,,,0,0,0,46229.70990779421,,,,,0,0,0,0.4389183720917508,0,34,4.43,42.0,2.6335102325505044
2024-06-03 20:54:36.943,,,,,1651,1651,1651,1501,,,,,0,0,0,45897.258256784226,,,,,0,0,0,0.4356549217811622,1,34,7.25,60.0,2.6335102325505044
2024-06-03 20:54:37.005,,,,,1651,1651,1650,1502,,,,,0,0,0,46907.894069532354,,,,,0,0,0,0.41941827129509146,0,34,11.53,79.0,2.653123361715857
2024-06-03 20:54:37.064,,,,,1652,1651,1653,1523,,,,,0,0,0,56722.831074963506,,,,,0,0,0,0.3401996563645977,1,34,16.69,99.0,2.3240562629143717
2024-06-03 20:54:37.119,,,,,1652,1652,1651,1536,,,,,0,0,0,63777.04273106092,,,,,0,0,0,0.3185878010482384,0,34,22.44,111.0,1.8563981690197733
2024-06-03 20:54:37.179,,,,,1652,1651,1652,1543,,,,,0,0,0,68290.83619175492,,,,,0,0,0,0.30025559761400666,1,34,29.4,116.0,1.765102958057852
2024-06-03 20:54:37.241,,,,,1652,1651,1652,1545,,,,,0,0,0,66285.4894244959,,,,,0,0,0,0.2941838263429753,0,34,36.62,123.0,1.765102958057852
2024-06-03 20:54:37.305,,,,,1652,1651,1651,1550,,,,,0,0,0,69691.88809222558,,,,,0,0,0,0.2851123779563475,1,34,44.61,129.0,1.7469311636752258
2024-06-03 20:54:37.368,,,,,1651,1651,1654,1542,,,,,0,0,0,69691.88809222558,,,,,0,0,0,0.2851123779563475,1,34,52.81,131.0,1.7469311636752258
2024-06-03 20:54:37.428,,,,,1651,1652,1652,1545,,,,,0,0,0,71147.77872275375,,,,,0,0,0,0.27608410406529227,0,34,60.78,134.0,1.7469311636752258
2024-06-03 20:54:37.484,,,,,1652,1651,1650,1550,,,,,0,0,0,71897.30465244206,,,,,0,0,0,0.27608410406529227,0,34,68.3,134.0,1.7106742677380848
2024-06-03 20:54:37.541,,,,,1652,1652,1652,1553,,,,,0,0,0,72661.79202526338,,,,,0,0,0,0.27908875057086596,0,34,76.11,133.0,1.6385053232153854
2024-06-03 20:54:37.598,,,,,1652,1651,1651,1549,,,,,0,0,0,71897.30465244206,,,,,0,0,0,0.2820981714050409,1,34,83.78,136.0,1.6385053232153854
2024-06-03 20:54:37.654,,,,,1651,1651,1651,1545,,,,,0,0,0,70412.77928665387,,,,,0,0,0,0.2941838263429753,1,34,91.43,137.0,1.6745325034251959
2024-06-03 20:54:37.712,,,,,1652,1651,1652,1544,,,,,0,0,0,69691.88809222558,,,,,0,0,0,0.2941838263429753,1,34,99.53,144.0,1.7469311636752258
2024-06-03 20:54:37.773,,,,,1652,1651,1652,1545,,,,,0,0,0,70412.77928665387,,,,,0,0,0,0.29115519394587097,1,34,108.36,150.0,1.765102958057852
2024-06-03 20:54:37.836,,,,,1651,1651,1651,1545,,,,,0,0,0,70412.77928665387,,,,,0,0,0,0.30025559761400666,0,34,117.77,153.0,0.0
2024-06-03 20:54:37.897,,,,,1652,1651,1651,1543,,,,,0,0,0,68984.70279152236,,,,,0,0,0,0.28813138164956664,1,34,126.2,72.0,0.0
2024-06-03 20:54:37.957,,,,,1652,1652,1651,1547,,,,,0,0,0,70412.77928665387,,,,,0,0,0,0.28813138164956664,0,34,129.26,27.0,0.0
2024-06-03 20:54:38.019,,,,,1651,1652,1651,1553,,,,,0,0,0,77589.59100098498,,,,,0,0,0,0.22864991392917386,0,34,130.3,1.0,0.0
2024-06-03 20:54:38.085,,,,,1652,1652,1653,1653,,,,,0,0,0,0,,,,,0,0,0,0,1,34,130.31,0.0,0.0
2024-06-03 20:54:38.149,,,,,1651,1652,1651,1652,,,,,0,0,0,0,,,,,0,0,0,0,1,34,130.31,0.0,0
2024-06-03 20:54:38.209,,,,,1653,1652,1651,1651,,,,,0,0,0,0,,,,,0,0,0,0,1,34,130.31,0.0,0
2024-06-03 20:54:38.269,,,,,1650,1652,1651,1651,,,,,0,0,0,0,,,,,0,0,0,0,0,34,130.31,0.0,0
2024-06-03 20:54:38.331,,,,,1651,1651,1651,1651,,,,,0,0,0,0,,,,,0,0,0,0,1,34,130.31,0.0,0
2024-06-03 20:54:38.389,,,,,1651,1653,1652,1651,,,,,0,0,0,0,,,,,0,0,0,0,1,34,130.31,0.0,0
2024-06-03 20:54:38.447,,,,,1652,1653,1651,1650,,,,,200000.0,0,0,0,,,,,0,0,0,0,0,34,130.31,0.0,0
2024-06-03 20:54:38.503,,,,,1651,1651,1652,1651,,,,,0,0,0,0,,,,,0,0,0,0,1,34,130.31,0.0,0
2024-06-03 20:54:38.561,,,,,1652,1651,1652,1651,,,,,0,0,0,0,,,,,0,0,0,0,1,34,130.31,0.0,0
2024-06-03 20:54:38.618,,,,,1651,1652,1628,1652,,,,,0,0,200000.0,0,,,,,0,0,0.10050251256281406,0,0,34,130.31,0.0,0
2024-06-03 20:54:38.678,,,,,1652,1652,1623,1652,,,,,0,0,200000.0,0,,,,,0,0,0.12338386195009185,0,0,34,130.31,0.0,-0.40201005025125625
2024-06-03 20:54:38.739,,,,,1653,1651,1596,1651,,,,,0,0,141015.01349341866,0,,,,,0,0,0.15405455020408873,0,1,34,130.3,0.0,-0.5156883507134284
2024-06-03 20:54:38.795,,,,,1651,1651,1588,1651,,,,,0,0,126245.18683494173,0,,,,,0,0,0.1766878581466377,0,0,34,130.3,0.0,-0.6162182008163549
2024-06-03 20:54:38.853,,,,,1651,1650,1577,1651,,,,,0,0,99771.76702862783,0,,,,,0,0,0.21697655960179799,0,0,34,130.3,0.0,-0.7295598304507914
2024-06-03 20:54:38.912,,,,,1652,1651,1555,1651,,,,,0,0,78472.58018882752,0,,,,,0,0,0.26113209038735813,0,0,34,130.29,0.0,-0.9733795077212715
2024-06-03 20:54:38.971,,,,,1652,1649,1532,1652,,,,,0,0,60330.04792921233,0,,,,,0,0,0.33709731743116633,0,0,34,130.26,0.0,-1.1525255265982666
2024-06-03 20:54:39.034,,,,,1651,1651,1516,1650,,,,,0,0,54381.920903954866,0,,,,,0,0,0.38099035480503657,0,0,34,130.26,0.0,-1.4607988891024548
2024-06-03 20:54:39.091,,,,,1651,1652,1501,1651,,,,,0,0,48319.92946033145,0,,,,,0,0,0.42914418128582305,0,1,34,130.25,0.0,-1.6776730851803658
2024-06-03 20:54:39.148,,,,,1652,1652,1486,1652,,,,,0,0,42507.556427870484,0,,,,,0,0,0.4718523573193544,0,0,34,130.23,0.0,-1.9140208230268925
2024-06-03 20:54:39.209,,,,,1651,1652,1483,1653,,,,,0,0,42221.78660313669,0,,,,,0,0,0.4818399761680715,0,0,34,130.2,0.0,-1.927359904672286
2024-06-03 20:54:39.270,,,,,1651,1651,1478,1650,,,,,0,0,40577.277057437714,0,,,,,0,0,0.5087203033112853,0,0,34,130.2,0.0,-1.9675113604914052
2024-06-03 20:54:39.328,,,,,1651,1652,1471,1652,,,,,0,0,38555.90615548111,200000.0,,,,,0.10050251256281406,0.10050251256281406,0.5325394071760693,0.10050251256281406,0,34,130.19,0.0,-2.1028207091455644
2024-06-03 20:54:39.388,,,,,1651,1651,1451,1650,,,,,0,0,34409.15689008679,0,,,,,0,0,0.6021771075276198,0,0,34,130.03,-4.0,-2.3381746205669245
2024-06-03 20:54:39.447,,,,,1651,1651,1425,1651,,,,,0,0,29567.93755369718,0,,,,,0,0,0.6963762097890446,0,0,34,129.41,-18.0,-2.479852569180098
2024-06-03 20:54:39.505,,,,,1651,1652,1418,1652,,,,,0,0,28682.439531137617,0,,,,,0,0,0.7112529000386542,0,1,34,127.99,-32.0,-2.8749231496962087
2024-06-03 20:54:39.563,,,,,1651,1651,1416,1651,,,,,0,0,28539.286656532284,0,,,,,0,0,0.7149885339582018,0,0,34,125.57,-57.0,-2.9199897660638454
2024-06-03 20:54:39.624,,,,,1652,1652,1423,1651,,,,,0,0,29720.10806638363,0,,,,,0,0,0.677927199231535,0,0,34,121.5,-83.0,-2.8749231496962087
2024-06-03 20:54:39.686,,,,,1652,1652,1457,1652,,,,,0,0,35841.01990469043,0,,,,,0,0,0.563582170634927,0,0,34,115.67,-110.0,-2.366315408349536
2024-06-03 20:54:39.750,,,,,1652,1652,1475,1652,,,,,0,0,40054.42766040227,0,,,,,0,0,0.5121058276390574,0,0,34,108.24,-128.0,-2.157587320536222
2024-06-03 20:54:39.808,,,,,1651,1652,1478,1651,,,,,0,0,40843.30986521611,0,,,,,0,0,0.48852627929667103,0,1,34,100.46,-139.0,-2.034881213245141
2024-06-03 20:54:39.866,,,,,1652,1652,1481,1650,,,,,0,0,41384.8656745882,0,,,,,0,0,0.48852627929667103,0,0,34,92.24,-148.0,-2.0078653171794185
2024-06-03 20:54:39.923,,,,,1652,1651,1483,1651,,,,,0,0,41939.455762326455,0,,,,,0,0,0.4818399761680715,0,1,34,83.52,-156.0,-1.9675113604914052
2024-06-03 20:54:39.980,,,,,1652,1653,1489,1651,,,,,0,0,43386.139837516595,0,,,,,0,0,0.46853425146498545,0,1,34,74.51,-161.0,-1.927359904672286
2024-06-03 20:54:40.035,,,,,1650,1651,1490,1652,,,,,0,0,43990.25856516274,0,,,,,0,0,0.46853425146498545,0,1,34,65.28,-164.0,-1.847658429045504
2024-06-03 20:54:40.094,,,,,1652,1652,1499,1651,,,,,0,0,47253.80461462937,0,,,,,0,0,0.4421872269526429,0,1,34,55.87,-167.0,-1.7949648164671352
2024-06-03 20:54:40.157,,,,,1652,1651,1505,1652,,,,,0,0,48685.09473429339,0,,,,,0,0,0.4258968644488788,0,1,34,45.17,-169.0,-1.6647478743544066
2024-06-03 20:54:40.216,,,,,1651,1652,1507,1651,,,,,0,0,49430.7261083946,0,,,,,0,0,0.41618696858860166,0,1,34,35.14,-169.0,-1.048828835056113
2024-06-03 20:54:40.276,,,,,1654,1656,1501,1650,,,,,0,0,48319.92946033145,0,,,,,0,0,0.4323968626285567,0,1,34,25.41,-162.0,-1.6647478743544066
2024-06-03 20:54:40.339,,,,,1652,1651,1497,1652,,,,,0,0,45245.207936118444,0,,,,,0,0,0.4520263534273846,0,0,34,15.17,-161.0,-1.755673488367003
2024-06-03 20:54:40.400,,,,,1652,1651,1495,1651,,,,,0,0,44298.04618775117,0,,,,,0,0,0.461914607261376,0,0,34,5.2,-166.0,0.0
2024-06-03 20:54:40.456,,,,,1652,1652,1492,1652,,,,,0,0,44609.74982449823,0,,,,,0,0,0.46522167271185133,0,0,34,-3.93,-110.0,0.0
2024-06-03 20:54:40.518,,,,,1652,1652,1493,1651,,,,,0,0,45245.207936118444,0,,,,,0,0,0.4553169613033675,0,0,34,-9.38,-67.0,0.0
2024-06-03 20:54:40.582,,,,,1650,1652,1512,1652,,,,,0,0,51798.0567597002,0,,,,,0,0,0.3464193738371604,0,0,34,-12.98,-42.0,0.0
2024-06-03 20:54:40.646,,,,,1651,1653,1595,1651,,,,,0,0,156132.4552693969,0,,,,,0,0,0.10050251256281406,0,1,34,-15.1,-17.0,0.0
2024-06-03 20:54:40.705,,,,,1653,1652,1646,1652,,,,,0,0,200000.0,0,,,,,0,0,0,0,0,34,-15.58,1.0,0.0
2024-06-03 20:54:40.763,,,,,1651,1652,1652,1652,,,,,0,0,0,0,,,,,0,0,0,0,0,34,-15.56,0.0,0
2024-06-03 20:54:40.823,,,,,1652,1653,1653,1651,,,,,0,0,0,0,,,,,0,0,0,0,0,34,-15.57,0.0,0
2024-06-03 20:54:40.880,,,,,1651,1650,1652,1652,,,,,0,0,0,0,,,,,0,0,0,0,1,34,-15.56,0.0,0
2024-06-03 20:54:40.940,,,,,1652,1651,1652,1650,,,,,0,0,0,0,,,,,0,0,0,0,1,34,-15.56,0.0,0
2024-06-03 20:54:41.003,,,,,1651,1651,1652,1652,,,,,0,0,0,0,,,,,0,0,0,0,1,34,-15.56,0.0,0
2024-06-03 20:54:41.068,,,,,1651,1652,1652,1652,,,,,0,0,0,0,,,,,0,0,0,0,1,34,-15.56,0.0,0
2024-06-03 20:54:41.128,,,,,1652,1651,1651,1651,,,,,0,0,0,0,,,,,0,0,0,0,1,34,-15.56,0.0,0
2024-06-03 20:54:41.184,,,,,1651,1652,1651,1650,,,,,0,0,0,0,,,,,0,0,0,0,1,34,-15.56,0.0,0
2024-06-03 20:54:41.248,,,,,1651,1652,1651,1651,,,,,0,0,0,0,,,,,0,0,0,0,1,34,-15.56,0.0,0
2024-06-03 20:54:41.310,,,,,1650,1652,1650,1651,,,,,0,0,0,0,,,,,0,0,0,0,1,34,-15.57,0.0,0
2024-06-03 20:54:41.370,,,,,1651,1651,1651,1652,,,,,0,0,0,0,,,,,0,0,0,0,1,34,-15.56,0.0,0
2024-06-03 20:54:41.428,,,,,1652,1650,1651,1651,,,,,0,0,0,0,,,,,0,0,0,0,1,34,-15.56,0.0,0
2024-06-03 20:54:41.485,,,,,1650,1651,1651,1650,,,,,0,0,0,0,,,,,0,0,0,0,0,34,-15.56,0.0,0
2024-06-03 20:54:41.543,,,,,1651,1651,1651,1644,,,,,0,0,0,0,,,,,0,0,0,0,0,34,-15.56,0.0,0.6030150753768844
2024-06-03 20:54:41.601,,,,,1652,1652,1652,1654,,,,,0,0,0,200000.0,,,,,0,0,0,0,1,34,-15.53,3.0,0.6030150753768844
2024-06-03 20:54:41.664,,,,,1651,1652,1651,1628,,,,,0,0,0,200000.0,,,,,0,0,0,0.10050251256281406,1,34,-15.39,0.0,0.6030150753768844
2024-06-03 20:54:41.727,,,,,1651,1651,1652,1631,,,,,0,0,0,200000.0,,,,,0,0,0,0.10050251256281406,0,34,-15.39,0.0,0.6030150753768844
2024-06-03 20:54:41.791,,,,,1651,1651,1652,1618,,,,,0,0,0,200000.0,,,,,0,0,0,0.11510807018929992,1,34,-15.39,0.0,0.6030150753768844
2024-06-03 20:54:41.849,,,,,1652,1651,1653,1593,,,,,0,0,0,146707.63596131498,,,,,0,0,0,0.1967227004510169,1,34,-15.39,0.0,0.6247930037505467
2024-06-03 20:54:41.909,,,,,1651,1653,1652,1522,,,,,0,200000.0,0,53494.767250038545,,,,,0,0,0,0.5222967230029666,1,34,-15.39,0.0,1.6925890284302454
2024-06-03 20:54:41.972,,,,,1651,1651,1652,1378,,,,,0,0,0,21558.001713648646,,,,,0,0,0,1.0455784444175598,1,34,-15.28,2.0,3.0
2024-06-03 20:54:42.033,,,,,1651,1650,1651,1265,,,,,0,0,0,14572.308648600092,,,,,0,0,0,1.5690292996153885,0,34,-14.62,28.0,3.0
2024-06-03 20:54:42.092,,,,,1652,1652,1652,1175,,,,,0,200000.0,200000.0,11408.280584402011,,,,,0.10050251256281406,0,0.10050251256281406,1.9840601609462465,1,34,-12.31,57.0,3.0
2024-06-03 20:54:42.152,,,,,1649,1650,1651,1131,,,,,0,0,0,10143.54165770571,,,,,0,0,0,2.2492005714395114,1,34,-8.13,87.0,3.0
2024-06-03 20:54:42.212,,,,,1652,1652,1653,1098,,,,,0,0,0,9311.736699672181,,,,,0,0,0,2.4431278872351343,1,34,-2.48,114.0,3.0
2024-06-03 20:54:42.270,,,,,1651,1652,1652,1089,,,,,0,0,0,9161.394654348907,,,,,0,0,0,2.488010192601321,0,34,4.82,140.0,3.0
2024-06-03 20:54:42.330,,,,,1652,1652,1651,1082,,,,,0,0,0,8990.02281888224,,,,,0,0,0,2.5489169168374888,1,34,13.58,165.0,3.0
2024-06-03 20:54:42.391,,,,,1652,1652,1652,1074,,,,,0,0,0,8799.285683915134,,,,,0,0,0,2.595415109001595,0,34,24.58,192.0,3.0
2024-06-03 20:54:42.450,,,,,1651,1653,1654,1072,,,,,0,0,0,8705.896421206244,,,,,0,0,0,2.6347124001749025,0,34,36.31,216.0,3.0
2024-06-03 20:54:42.510,,,,,1652,1653,1651,1063,,,,,0,0,0,8613.790431204681,,,,,0,0,0,2.6585345836966727,1,34,49.66,240.0,3.0
2024-06-03 20:54:42.574,,,,,1651,1652,1652,1066,,,,,0,0,0,8522.94144400038,,,,,0,0,0,2.6505733548638593,0,34,65.81,265.0,3.0
2024-06-03 20:54:42.639,,,,,1651,1652,1652,1059,,,,,0,0,0,8411.109000417919,,,,,0,0,0,2.6905863734814828,1,34,83.5,280.0,3.0
2024-06-03 20:54:42.703,,,,,1653,1654,1652,1054,,,,,0,0,0,8366.90389525724,,,,,0,0,0,2.731122665420211,0,34,101.18,285.0,3.0
2024-06-03 20:54:42.851,,,,,1652,1652,1651,1073,,,,,0,0,0,8917.868080397353,,,,,0,0,0,2.4955564693929224,1,34,120.75,287.0,0.0
2024-06-03 20:54:42.908,,,,,1651,1652,1653,1154,,,,,0,0,0,11680.613186228074,,,,,0,0,0,1.765480494697695,0,34,133.48,7.0,0.0
2024-06-03 20:54:42.967,,,,,1651,1651,1652,1519,,,,,0,0,0,101199.08740377064,,,,,0,0,0,0.10139857230001315,0,34,133.88,0.0,0.0
2024-06-03 20:54:43.027,,,,,1650,1650,1654,1651,,,,,0,0,0,0,,,,,0,0,0,0,1,34,133.87,0.0,0
2024-06-03 20:54:43.091,,,,,1652,1651,1652,1652,,,,,0,0,0,0,,,,,0,0,0,0,1,34,133.87,0.0,0
2024-06-03 20:54:43.155,,,,,1652,1652,1652,1651,,,,,0,0,0,0,,,,,0,0,0,0,0,34,133.87,0.0,0
