timestamp,torque,ref_torque
2024-06-12 22:29:43.258,-0.08,0
2024-06-12 22:29:43.262,0.08,0
2024-06-12 22:29:43.266,-0.08,0
2024-06-12 22:29:43.270,0.0,0
2024-06-12 22:29:43.274,0.0,0
2024-06-12 22:29:43.277,0.0,0
2024-06-12 22:29:43.281,0.0,0
2024-06-12 22:29:43.284,0.0,0
2024-06-12 22:29:43.288,0.0,0
2024-06-12 22:29:43.291,0.08,0
2024-06-12 22:29:43.294,-0.08,0
2024-06-12 22:29:43.298,0.0,0
2024-06-12 22:29:43.301,0.0,0
2024-06-12 22:29:43.305,0.0,0
2024-06-12 22:29:43.308,0.0,0
2024-06-12 22:29:43.312,0.16,0
2024-06-12 22:29:43.315,0.0,0
2024-06-12 22:29:43.318,0.0,0
2024-06-12 22:29:43.322,-0.08,0
2024-06-12 22:29:43.325,0.16,0
2024-06-12 22:29:43.328,0.08,0
2024-06-12 22:29:43.332,0.16,0
2024-06-12 22:29:43.335,-0.16,0
2024-06-12 22:29:43.338,-0.08,0
2024-06-12 22:29:43.342,0.0,0
2024-06-12 22:29:43.345,0.0,0
2024-06-12 22:29:43.350,0.08,0
2024-06-12 22:29:43.356,0.0,0
2024-06-12 22:29:43.361,-0.08,0
2024-06-12 22:29:43.366,0.0,0
2024-06-12 22:29:43.371,-0.08,0
2024-06-12 22:29:43.376,0.08,0
2024-06-12 22:29:43.383,0.0,0
2024-06-12 22:29:43.390,0.0,0
2024-06-12 22:29:43.397,0.0,0
2024-06-12 22:29:43.405,-0.16,0
2024-06-12 22:29:43.410,-0.08,0
2024-06-12 22:29:43.416,0.0,0
2024-06-12 22:29:43.421,0.0,0
2024-06-12 22:29:43.427,0.0,0
2024-06-12 22:29:43.432,0.16,0
2024-06-12 22:29:43.441,0.0,0
2024-06-12 22:29:43.448,-0.08,0
2024-06-12 22:29:43.453,-0.08,0
2024-06-12 22:29:43.458,-0.08,0
2024-06-12 22:29:43.463,0.08,0
2024-06-12 22:29:43.470,0.0,0
2024-06-12 22:29:43.479,-0.08,0
2024-06-12 22:29:43.486,0.0,0
2024-06-12 22:29:43.492,0.0,0
2024-06-12 22:29:43.503,0.0,0
2024-06-12 22:29:43.511,-0.16,0
2024-06-12 22:29:43.518,0.24,0
2024-06-12 22:29:43.523,0.0,0
2024-06-12 22:29:43.528,0.0,0
2024-06-12 22:29:43.532,0.0,0
2024-06-12 22:29:43.537,0.16,0
2024-06-12 22:29:43.543,0.08,0
2024-06-12 22:29:43.549,-0.16,0
2024-06-12 22:29:43.554,0.08,0
2024-06-12 22:29:43.558,0.0,0
2024-06-12 22:29:43.562,0.16,0
2024-06-12 22:29:43.568,-0.08,0
2024-06-12 22:29:43.573,0.08,0
2024-06-12 22:29:43.577,0.0,0
2024-06-12 22:29:43.582,-0.08,0
2024-06-12 22:29:43.587,-0.08,0
2024-06-12 22:29:43.591,-0.08,0
2024-06-12 22:29:43.596,0.0,0
2024-06-12 22:29:43.601,0.0,0
2024-06-12 22:29:43.606,0.0,0
2024-06-12 22:29:43.610,-0.08,0
2024-06-12 22:29:43.614,-0.08,0
2024-06-12 22:29:43.619,0.0,0
2024-06-12 22:29:43.623,0.0,0
2024-06-12 22:29:43.627,0.16,0
2024-06-12 22:29:43.633,-0.08,0
2024-06-12 22:29:43.638,0.0,0
2024-06-12 22:29:43.642,0.0,0
2024-06-12 22:29:43.647,0.0,0
2024-06-12 22:29:43.652,0.0,0
2024-06-12 22:29:43.658,-0.08,0
2024-06-12 22:29:43.664,0.0,0
2024-06-12 22:29:43.670,0.0,0
2024-06-12 22:29:43.676,0.0,0
2024-06-12 22:29:43.681,0.0,0
2024-06-12 22:29:43.685,-0.08,0
2024-06-12 22:29:43.690,0.0,0
2024-06-12 22:29:43.694,0.08,0
2024-06-12 22:29:43.700,0.0,0
2024-06-12 22:29:43.705,0.0,0
2024-06-12 22:29:43.711,0.0,0
2024-06-12 22:29:43.717,0.08,0
2024-06-12 22:29:43.722,0.0,0
2024-06-12 22:29:43.727,0.0,0
2024-06-12 22:29:43.734,0.0,0
2024-06-12 22:29:43.740,0.0,0
2024-06-12 22:29:43.745,0.0,0
2024-06-12 22:29:43.751,0.0,0
2024-06-12 22:29:43.757,-0.16,0
2024-06-12 22:29:43.763,0.08,0
2024-06-12 22:29:43.771,0.879,3
2024-06-12 22:29:43.776,1.598,3
2024-06-12 22:29:43.782,2.157,3
2024-06-12 22:29:43.787,1.438,3
2024-06-12 22:29:43.792,1.598,3
2024-06-12 22:29:43.796,1.758,3
2024-06-12 22:29:43.801,2.717,3
2024-06-12 22:29:43.806,3.196,3
2024-06-12 22:29:43.812,3.116,3
2024-06-12 22:29:43.817,2.797,3
2024-06-12 22:29:43.822,1.358,3
2024-06-12 22:29:43.826,3.356,3
2024-06-12 22:29:43.831,2.717,3
2024-06-12 22:29:43.836,2.078,3
2024-06-12 22:29:43.840,1.998,3
2024-06-12 22:29:43.844,2.557,3
2024-06-12 22:29:43.849,3.116,3
2024-06-12 22:29:43.854,2.797,3
2024-06-12 22:29:43.858,1.678,3
2024-06-12 22:29:43.864,3.036,3
2024-06-12 22:29:43.868,4.874,3
2024-06-12 22:29:43.873,2.637,3
2024-06-12 22:29:43.878,3.356,3
2024-06-12 22:29:43.882,2.397,3
2024-06-12 22:29:43.887,2.078,3
2024-06-12 22:29:43.891,2.797,3
2024-06-12 22:29:43.895,3.116,3
2024-06-12 22:29:43.899,2.956,3
2024-06-12 22:29:43.903,3.436,3
2024-06-12 22:29:43.907,2.557,3
2024-06-12 22:29:43.911,2.877,3
2024-06-12 22:29:43.917,2.397,3
2024-06-12 22:29:43.921,3.756,3
2024-06-12 22:29:43.925,3.196,3
2024-06-12 22:29:43.930,0.479,3
2024-06-12 22:29:43.934,3.915,3
2024-06-12 22:29:43.938,2.397,3
2024-06-12 22:29:43.942,2.637,3
2024-06-12 22:29:43.947,2.717,3
2024-06-12 22:29:43.951,3.036,3
2024-06-12 22:29:43.955,3.436,3
2024-06-12 22:29:43.959,3.116,3
2024-06-12 22:29:43.964,2.637,3
2024-06-12 22:29:43.968,2.956,3
2024-06-12 22:29:43.973,3.036,3
2024-06-12 22:29:43.978,1.918,3
2024-06-12 22:29:43.982,2.797,3
2024-06-12 22:29:43.987,2.637,3
2024-06-12 22:29:43.991,2.797,3
2024-06-12 22:29:43.996,5.354,3
2024-06-12 22:29:44.000,2.317,3
2024-06-12 22:29:44.004,4.075,3
2024-06-12 22:29:44.008,3.915,3
2024-06-12 22:29:44.013,3.676,3
2024-06-12 22:29:44.018,1.838,3
2024-06-12 22:29:44.022,2.637,3
2024-06-12 22:29:44.027,1.598,3
2024-06-12 22:29:44.032,2.956,3
2024-06-12 22:29:44.036,2.078,3
2024-06-12 22:29:44.040,2.797,3
2024-06-12 22:29:44.044,1.918,3
2024-06-12 22:29:44.049,2.877,3
2024-06-12 22:29:44.053,3.915,3
2024-06-12 22:29:44.057,3.356,3
2024-06-12 22:29:44.061,2.877,3
2024-06-12 22:29:44.066,2.637,3
2024-06-12 22:29:44.071,1.758,3
2024-06-12 22:29:44.076,1.998,3
2024-06-12 22:29:44.080,2.237,3
2024-06-12 22:29:44.084,3.995,3
2024-06-12 22:29:44.089,3.756,3
2024-06-12 22:29:44.092,2.317,3
2024-06-12 22:29:44.097,3.116,3
2024-06-12 22:29:44.101,3.436,3
2024-06-12 22:29:44.105,3.596,3
2024-06-12 22:29:44.109,2.237,3
2024-06-12 22:29:44.113,2.717,3
2024-06-12 22:29:44.118,3.516,3
2024-06-12 22:29:44.122,3.116,3
2024-06-12 22:29:44.127,2.797,3
2024-06-12 22:29:44.131,3.116,3
2024-06-12 22:29:44.136,2.717,3
2024-06-12 22:29:44.140,4.155,3
2024-06-12 22:29:44.144,2.956,3
2024-06-12 22:29:44.149,1.678,3
2024-06-12 22:29:44.153,2.956,3
2024-06-12 22:29:44.157,2.477,3
2024-06-12 22:29:44.162,2.717,3
2024-06-12 22:29:44.167,3.356,3
2024-06-12 22:29:44.172,3.676,3
2024-06-12 22:29:44.177,2.237,3
2024-06-12 22:29:44.181,2.557,3
2024-06-12 22:29:44.186,3.036,3
2024-06-12 22:29:44.190,1.918,3
2024-06-12 22:29:44.194,1.119,3
2024-06-12 22:29:44.198,1.918,3
2024-06-12 22:29:44.203,2.317,3
2024-06-12 22:29:44.206,4.235,3
2024-06-12 22:29:44.210,3.915,3
2024-06-12 22:29:44.215,2.877,3
2024-06-12 22:29:44.221,2.317,3
2024-06-12 22:29:44.227,3.915,3
2024-06-12 22:29:44.232,3.995,3
2024-06-12 22:29:44.237,1.758,3
2024-06-12 22:29:44.242,2.956,3
2024-06-12 22:29:44.246,2.717,3
2024-06-12 22:29:44.250,2.477,3
2024-06-12 22:29:44.255,4.794,3
2024-06-12 22:29:44.259,1.518,3
2024-06-12 22:29:44.263,2.637,3
2024-06-12 22:29:44.267,3.196,3
2024-06-12 22:29:44.272,2.717,3
2024-06-12 22:29:44.276,1.998,3
2024-06-12 22:29:44.281,3.196,3
2024-06-12 22:29:44.285,2.956,3
2024-06-12 22:29:44.290,3.036,3
2024-06-12 22:29:44.294,3.116,3
2024-06-12 22:29:44.298,3.276,3
2024-06-12 22:29:44.301,2.717,3
2024-06-12 22:29:44.305,3.116,3
2024-06-12 22:29:44.309,2.317,3
2024-06-12 22:29:44.313,2.317,3
2024-06-12 22:29:44.318,1.918,3
2024-06-12 22:29:44.323,3.676,3
2024-06-12 22:29:44.327,2.877,3
2024-06-12 22:29:44.331,3.756,3
2024-06-12 22:29:44.335,3.276,3
2024-06-12 22:29:44.339,2.317,3
2024-06-12 22:29:44.343,2.557,3
2024-06-12 22:29:44.347,4.155,3
2024-06-12 22:29:44.352,3.196,3
2024-06-12 22:29:44.356,3.995,3
2024-06-12 22:29:44.361,0.879,3
2024-06-12 22:29:44.365,2.397,3
2024-06-12 22:29:44.369,2.557,3
2024-06-12 22:29:44.373,5.034,3
2024-06-12 22:29:44.377,2.797,3
2024-06-12 22:29:44.381,4.714,3
2024-06-12 22:29:44.385,1.199,3
2024-06-12 22:29:44.389,4.714,3
2024-06-12 22:29:44.393,3.596,3
2024-06-12 22:29:44.398,2.877,3
2024-06-12 22:29:44.402,1.039,3
2024-06-12 22:29:44.407,2.157,3
2024-06-12 22:29:44.411,3.756,3
2024-06-12 22:29:44.415,1.998,3
2024-06-12 22:29:44.419,3.995,3
2024-06-12 22:29:44.424,1.598,3
2024-06-12 22:29:44.428,2.797,3
2024-06-12 22:29:44.433,3.276,3
2024-06-12 22:29:44.437,4.714,3
2024-06-12 22:29:44.442,0.4,3
2024-06-12 22:29:44.446,1.598,3
2024-06-12 22:29:44.450,5.354,3
2024-06-12 22:29:44.454,0.24,3
2024-06-12 22:29:44.459,1.918,3
2024-06-12 22:29:44.463,5.034,3
2024-06-12 22:29:44.467,4.555,3
2024-06-12 22:29:44.471,4.075,3
2024-06-12 22:29:44.476,5.114,3
2024-06-12 22:29:44.480,-0.4,3
2024-06-12 22:29:44.484,0.959,3
2024-06-12 22:29:44.488,5.034,3
2024-06-12 22:29:44.492,-0.4,3
2024-06-12 22:29:44.497,3.036,3
2024-06-12 22:29:44.502,3.436,3
2024-06-12 22:29:44.507,1.998,3
2024-06-12 22:29:44.512,1.838,3
2024-06-12 22:29:44.517,0.32,3
2024-06-12 22:29:44.524,2.557,3
2024-06-12 22:29:44.530,-0.4,3
2024-06-12 22:29:44.534,3.835,3
2024-06-12 22:29:44.538,6.073,3
2024-06-12 22:29:44.543,1.199,3
2024-06-12 22:29:44.548,-0.639,3
2024-06-12 22:29:44.553,0.559,3
2024-06-12 22:29:44.557,1.199,3
2024-06-12 22:29:44.561,2.717,3
2024-06-12 22:29:44.566,5.354,3
2024-06-12 22:29:44.571,6.392,3
2024-06-12 22:29:44.576,7.831,3
2024-06-12 22:29:44.580,1.518,3
2024-06-12 22:29:44.584,-1.199,3
2024-06-12 22:29:44.588,3.995,3
2024-06-12 22:29:44.594,2.717,3
2024-06-12 22:29:44.599,0.479,3
2024-06-12 22:29:44.604,3.196,3
2024-06-12 22:29:44.608,6.073,3
2024-06-12 22:29:44.612,3.116,3
2024-06-12 22:29:44.617,0.0,3
2024-06-12 22:29:44.621,0.0,3
2024-06-12 22:29:44.626,0.719,3
2024-06-12 22:29:44.631,2.078,3
2024-06-12 22:29:44.635,4.714,3
2024-06-12 22:29:44.639,0.959,3
2024-06-12 22:29:44.643,4.475,3
2024-06-12 22:29:44.647,6.153,3
2024-06-12 22:29:44.652,4.155,3
2024-06-12 22:29:44.656,1.998,3
2024-06-12 22:29:44.660,-0.959,3
2024-06-12 22:29:44.665,1.918,3
2024-06-12 22:29:44.670,2.956,3
2024-06-12 22:29:44.674,6.872,3
2024-06-12 22:29:44.679,6.632,3
2024-06-12 22:29:44.683,-0.32,3
2024-06-12 22:29:44.687,-0.639,3
2024-06-12 22:29:44.691,4.714,3
2024-06-12 22:29:44.696,2.956,3
2024-06-12 22:29:44.700,1.278,3
2024-06-12 22:29:44.705,0.32,3
2024-06-12 22:29:44.709,2.956,3
2024-06-12 22:29:44.713,6.233,3
2024-06-12 22:29:44.718,2.877,3
2024-06-12 22:29:44.722,-1.278,3
2024-06-12 22:29:44.728,6.153,3
2024-06-12 22:29:44.733,1.598,3
2024-06-12 22:29:44.739,0.799,3
2024-06-12 22:29:44.743,3.596,3
2024-06-12 22:29:44.748,1.358,3
2024-06-12 22:29:44.753,2.078,3
2024-06-12 22:29:44.757,4.874,3
2024-06-12 22:29:44.761,0.4,3
2024-06-12 22:29:44.765,1.838,3
2024-06-12 22:29:44.769,4.155,3
2024-06-12 22:29:44.774,5.913,3
2024-06-12 22:29:44.779,5.753,3
2024-06-12 22:29:44.783,1.998,3
2024-06-12 22:29:44.787,0.0,3
2024-06-12 22:29:44.791,5.114,3
2024-06-12 22:29:44.795,3.835,3
2024-06-12 22:29:44.799,0.479,3
2024-06-12 22:29:44.803,4.155,3
2024-06-12 22:29:44.806,3.356,3
2024-06-12 22:29:44.810,1.758,3
2024-06-12 22:29:44.813,6.712,3
2024-06-12 22:29:44.816,-1.119,3
2024-06-12 22:29:44.820,4.555,3
2024-06-12 22:29:44.823,1.758,3
2024-06-12 22:29:44.827,3.196,3
2024-06-12 22:29:44.830,4.075,3
2024-06-12 22:29:44.834,-0.32,3
2024-06-12 22:29:44.837,6.073,3
2024-06-12 22:29:44.840,3.276,3
2024-06-12 22:29:44.843,0.799,3
2024-06-12 22:29:44.847,6.233,3
2024-06-12 22:29:44.850,2.157,3
2024-06-12 22:29:44.853,2.078,3
2024-06-12 22:29:44.857,3.915,3
2024-06-12 22:29:44.860,-0.08,3
2024-06-12 22:29:44.863,4.555,3
2024-06-12 22:29:44.868,3.915,0
2024-06-12 22:29:44.872,0.16,0
2024-06-12 22:29:44.876,7.191,0
2024-06-12 22:29:44.880,2.717,0
2024-06-12 22:29:44.884,3.276,0
2024-06-12 22:29:44.887,4.475,0
2024-06-12 22:29:44.891,0.24,0
2024-06-12 22:29:44.895,6.073,0
2024-06-12 22:29:44.899,1.598,0
2024-06-12 22:29:44.903,2.078,0
2024-06-12 22:29:44.907,4.475,0
2024-06-12 22:29:44.911,-0.16,0
2024-06-12 22:29:44.915,8.55,0
2024-06-12 22:29:44.918,0.0,0
2024-06-12 22:29:44.922,1.758,0
2024-06-12 22:29:44.926,2.956,0
2024-06-12 22:29:44.930,-0.879,0
2024-06-12 22:29:44.934,4.635,0
2024-06-12 22:29:44.938,-0.08,0
2024-06-12 22:29:44.942,3.356,0
2024-06-12 22:29:44.946,3.196,0
2024-06-12 22:29:44.949,2.557,0
2024-06-12 22:29:44.953,3.915,0
2024-06-12 22:29:44.957,-0.719,0
2024-06-12 22:29:44.961,2.797,0
2024-06-12 22:29:44.965,2.477,0
2024-06-12 22:29:44.970,-0.959,0
2024-06-12 22:29:44.974,2.956,0
2024-06-12 22:29:44.978,4.794,0
2024-06-12 22:29:44.982,0.879,0
2024-06-12 22:29:44.986,4.315,0
2024-06-12 22:29:44.989,1.838,0
2024-06-12 22:29:44.992,-1.119,0
2024-06-12 22:29:44.996,4.874,0
2024-06-12 22:29:44.999,0.08,0
2024-06-12 22:29:45.003,0.4,0
2024-06-12 22:29:45.006,3.596,0
2024-06-12 22:29:45.009,0.4,0
2024-06-12 22:29:45.013,0.0,0
2024-06-12 22:29:45.016,4.475,0
2024-06-12 22:29:45.019,2.717,0
2024-06-12 22:29:45.023,-1.199,0
2024-06-12 22:29:45.026,0.24,0
2024-06-12 22:29:45.029,0.24,0
2024-06-12 22:29:45.033,0.32,0
2024-06-12 22:29:45.036,-2.637,0
2024-06-12 22:29:45.039,0.0,0
2024-06-12 22:29:45.042,1.119,0
2024-06-12 22:29:45.046,1.598,0
2024-06-12 22:29:45.049,0.479,0
2024-06-12 22:29:45.052,-0.16,0
2024-06-12 22:29:45.056,2.397,0
2024-06-12 22:29:45.059,3.995,0
2024-06-12 22:29:45.063,0.4,0
2024-06-12 22:29:45.066,0.08,0
2024-06-12 22:29:45.069,0.0,0
2024-06-12 22:29:45.073,1.199,0
2024-06-12 22:29:45.076,2.557,0
2024-06-12 22:29:45.080,0.639,0
2024-06-12 22:29:45.084,0.959,0
2024-06-12 22:29:45.088,-1.039,0
2024-06-12 22:29:45.091,0.879,0
2024-06-12 22:29:45.095,1.838,0
2024-06-12 22:29:45.099,1.199,0
2024-06-12 22:29:45.103,0.16,0
2024-06-12 22:29:45.106,0.0,0
2024-06-12 22:29:45.110,0.559,0
2024-06-12 22:29:45.114,0.24,0
2024-06-12 22:29:45.118,0.559,0
2024-06-12 22:29:45.122,0.16,0
2024-06-12 22:29:45.126,-0.32,0
2024-06-12 22:29:45.130,1.758,0
2024-06-12 22:29:45.134,0.879,0
2024-06-12 22:29:45.138,0.959,0
2024-06-12 22:29:45.142,1.438,0
2024-06-12 22:29:45.145,1.438,0
2024-06-12 22:29:45.149,0.32,0
2024-06-12 22:29:45.153,0.799,0
2024-06-12 22:29:45.157,-0.16,0
2024-06-12 22:29:45.161,1.119,0
2024-06-12 22:29:45.165,1.438,0
2024-06-12 22:29:45.169,1.758,0
2024-06-12 22:29:45.173,0.719,0
2024-06-12 22:29:45.177,0.879,0
2024-06-12 22:29:45.181,2.637,0
2024-06-12 22:29:45.186,1.358,0
2024-06-12 22:29:45.190,-0.4,0
2024-06-12 22:29:45.194,-1.438,0
2024-06-12 22:29:45.198,0.32,0
2024-06-12 22:29:45.203,0.24,0
2024-06-12 22:29:45.206,-0.08,0
2024-06-12 22:29:45.210,0.479,0
2024-06-12 22:29:45.214,0.0,0
2024-06-12 22:29:45.219,1.199,0
2024-06-12 22:29:45.222,0.32,0
2024-06-12 22:29:45.227,1.998,0
2024-06-12 22:29:45.232,0.4,0
2024-06-12 22:29:45.237,2.078,0
2024-06-12 22:29:45.241,1.119,0
2024-06-12 22:29:45.245,2.157,0
2024-06-12 22:29:45.249,0.479,0
2024-06-12 22:29:45.253,0.959,0
2024-06-12 22:29:45.257,0.479,0
2024-06-12 22:29:45.261,1.039,0
2024-06-12 22:29:45.265,0.479,0
2024-06-12 22:29:45.269,1.199,0
2024-06-12 22:29:45.273,0.24,0
2024-06-12 22:29:45.277,0.559,0
2024-06-12 22:29:45.280,0.639,0
2024-06-12 22:29:45.284,0.959,0
2024-06-12 22:29:45.288,0.799,0
2024-06-12 22:29:45.292,0.24,0
2024-06-12 22:29:45.296,1.039,0
2024-06-12 22:29:45.300,0.4,0
2024-06-12 22:29:45.304,-0.08,0
2024-06-12 22:29:45.308,1.758,0
2024-06-12 22:29:45.312,0.16,0
2024-06-12 22:29:45.316,1.358,0
2024-06-12 22:29:45.320,-0.16,0
2024-06-12 22:29:45.324,0.879,0
2024-06-12 22:29:45.328,0.559,0
2024-06-12 22:29:45.331,0.639,0
2024-06-12 22:29:45.335,-0.559,0
2024-06-12 22:29:45.339,1.039,0
2024-06-12 22:29:45.343,0.879,0
2024-06-12 22:29:45.347,1.119,0
2024-06-12 22:29:45.351,1.278,0
2024-06-12 22:29:45.355,0.4,0
2024-06-12 22:29:45.359,2.237,0
2024-06-12 22:29:45.363,-0.08,0
2024-06-12 22:29:45.367,1.199,0
2024-06-12 22:29:45.371,1.358,0
2024-06-12 22:29:45.375,-0.08,0
2024-06-12 22:29:45.379,1.039,0
2024-06-12 22:29:45.382,0.639,0
2024-06-12 22:29:45.386,0.959,0
2024-06-12 22:29:45.390,1.039,0
2024-06-12 22:29:45.394,0.0,0
2024-06-12 22:29:45.398,1.998,0
2024-06-12 22:29:45.402,1.358,0
2024-06-12 22:29:45.406,0.879,0
2024-06-12 22:29:45.410,0.799,0
2024-06-12 22:29:45.414,0.639,0
2024-06-12 22:29:45.417,-0.32,0
2024-06-12 22:29:45.421,0.799,0
2024-06-12 22:29:45.425,0.719,0
2024-06-12 22:29:45.429,0.08,0
2024-06-12 22:29:45.433,0.479,0
2024-06-12 22:29:45.436,0.32,0
2024-06-12 22:29:45.440,0.559,0
2024-06-12 22:29:45.444,0.559,0
2024-06-12 22:29:45.448,0.479,0
2024-06-12 22:29:45.452,0.959,0
2024-06-12 22:29:45.456,0.559,0
2024-06-12 22:29:45.459,0.16,0
2024-06-12 22:29:45.463,0.559,0
2024-06-12 22:29:45.467,1.278,0
2024-06-12 22:29:45.471,0.639,0
2024-06-12 22:29:45.475,-0.24,0
2024-06-12 22:29:45.479,-0.959,0
