timestamp,p0,p1,p2,p3,adc0,adc1,adc2,adc3,v0,v1,v2,v3,r0,r1,r2,r3,f0,f1,f2,f3,input0,input1,input2,input3,safety,temp,pos,vel,torque
2024-06-05 19:01:38.402,,,,,1650,1650,203,1650,,,,,0,0,2522.563,0,,,,,0.101,0,8.224,0,0,27,0.0,0.0,0
2024-06-05 19:01:38.447,,,,,1652,1651,290,1653,,,,,0,0,6514.232,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:38.497,,,,,1651,1651,922,1650,,,,,0,0,439.4,0,,,,,0.0,0,4.882,0,0,27,0.0,0.0,0
2024-06-05 19:01:38.546,,,,,1650,1649,177,1650,,,,,0,0,7445.538,0,,,,,0.0,0,0.0,0.10050251256281406,0,27,0.0,0.0,0
2024-06-05 19:01:38.595,,,,,1651,1652,940,1652,,,,,0,0,355.597,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:38.645,,,,,1651,1651,158,1651,,,,,0,0,5109.249,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:38.691,,,,,1651,1651,653,1652,,,,,0,0,1769.079,200000.0,,,,,0.101,0.10050251256281406,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:38.738,,,,,1652,1651,747,1651,,,,,0,0,529.553,0,,,,,0.0,0,3.253,0,0,27,0.0,0.0,0
2024-06-05 19:01:38.787,,,,,1649,1650,212,1650,,,,,0,0,7295.174,0,,,,,0.0,0.10050251256281406,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:38.836,,,,,1650,1650,956,1650,,,,,200000.0,0,402.187,0,,,,,0.0,0,8.736,0,0,27,0.0,0.0,0
2024-06-05 19:01:38.883,,,,,1651,1651,184,1650,,,,,0,0,3623.948,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:38.931,,,,,1651,1651,643,1653,,,,,0,200000.0,1575.299,200000.0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:38.980,,,,,1651,1650,517,1650,,,,,0,0,685.8,200000.0,,,,,0.0,0,3.196,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.034,,,,,1652,1652,817,1653,,,,,0,0,329.355,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.090,,,,,1651,1650,283,1652,,,,,0,0,6662.178,0,,,,,0.101,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.139,,,,,1651,1650,659,1648,,,,,200000.0,200000.0,604.711,200000.0,,,,,0.0,0.10050251256281406,3.196,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.187,,,,,1651,1652,212,1652,,,,,0,0,7332.415,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.233,,,,,1650,1651,909,1651,,,,,0,0,316.336,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.282,,,,,1650,1650,263,1649,,,,,0,0,1969.464,0,,,,,0.0,0,5.655,0.10050251256281406,0,27,0.0,0.0,0
2024-06-05 19:01:39.329,,,,,1652,1652,373,1653,,,,,0,0,5403.325,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.380,,,,,1650,1651,703,1650,,,,,0,0,449.643,0,,,,,0.101,0,3.121,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.429,,,,,1651,1651,357,1652,,,,,0,0,5550.293,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.478,,,,,1652,1652,810,1651,,,,,0,0,435.994,0,,,,,0.0,0,4.292,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.527,,,,,1651,1652,185,1651,,,,,0,0,7005.345,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.574,,,,,1649,1649,899,1650,,,,,0,0,313.091,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.623,,,,,1652,1652,303,1651,,,,,0,0,2383.946,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.672,,,,,1651,1651,667,1651,,,,,0,0,1096.624,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
2024-06-05 19:01:39.722,,,,,1650,1650,502,1652,,,,,200000.0,0,1270.765,0,,,,,0.0,0,4.515,0.10050251256281406,0,27,0.0,0.0,0
2024-06-05 19:01:39.770,,,,,1652,1652,400,1653,,,,,0,0,4470.924,0,,,,,0.0,0,0.0,0,0,27,0.0,0.0,0
